País,Entidad,Tipo convocatoria,Título,Links pdf,Link,id_proy_viejo,ID Proyecto,Fecha
Colombia,Minciencias,Formación,Convocatoria de doctorados en el exterior,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_1102-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_25.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_version_consulta_19.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexos_firmados.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexos_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_consulta.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2250_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_de_financiables_860_de_2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/30_12_2019_banco_de_financiables_exterior_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0031-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_adcional_de_financiables_conv_860_de_2019_firmado-doc.pdf, https://minciencias.gov.co/sites/default/files/banco_adcional_de_financiables_conv_860_de_2019_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0022-2020.pdf",https://minciencias.gov.co/node/3824,text219.txt,text854.txt,2020
Colombia,Minciencias,Investigación-Innovación,"Convocatoria para el fortalecimiento a empresas de base científica, tecnológica e innovación","https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_no._1098_del_08_de_agosto_de_2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_-_firmados_1.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_-_version_consulta_3.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_no._1_-_technology_readiness_level_-_trl.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_no._2_-_carta_unificada_de_aval_y_compromiso_institucional.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_no._3_-_modelo_de_convenio.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_no._4_-_criterios_de_evaluacion.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_de_elegibles_-_firmado.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2251_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_elegibles_-_firmado.pdf",https://minciencias.gov.co/node/3838,text40.txt,text855.txt,2019
Colombia,Minciencias,Difusión y divulgación científica,Convocatoria Ideas para el Cambio,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_1049-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_15.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_version_consulta_18.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_habitabilidad_sostenible.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2_reto_energia_electrica.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3_reto_investigacion_creacion.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4_reto_comunicacion_de_la_ctei.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5_reto_turismo_cientifico.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_6_carta_unificada_de_aval_y_compromiso_institucional_sin_alianza_tipo_iv2_2.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_7_carta_unificada_aval_y_compromiso_inst_con_alianza_tipo_iiv2_1.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_8_acuerdo_colaborativo.docx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_9_acta_de_trabajo_colaborativo.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_10_modelo_de_gobernanza_0.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_11_criterios_de_evaluacion.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_12_plan_operativo.xlsx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_13_plan_de_ejecucion_presupuestal.xlsx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_14_plan_de_apropiaciacion_de_la_solucion_de_ctei.xlsx, https://minciencias.gov.co/sites/default/files/convocatoria/banco_premininar_convocatoria_858_de_2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_elegibles_858.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2193_de_2019_banco_definitivo_convocatoria_858_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_858_de_2019.pdf, https://minciencias.gov.co/sites/default/files/bancos_definitivo_elegibles_conv_858_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2252_de_2019_banco_de_financiables_convocatoria_858-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_de_financiables_convocatoria_858-2019.pdf, https://minciencias.gov.co/sites/default/files/bancos_financiables_conv_858_version_consulta.pdf",https://minciencias.gov.co/node/3855,text374.txt,text856.txt,2019
Colombia,Minciencias,Investigación-Innovación,Convocatoria nacional para el apoyo a la presentación de patentes vía nacional y vía PCT y apoyo a la gestión de la propiedad intelectual,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_1000-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_v._consulta_19_07_2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_f.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1._carta_unificada_de_aval_y_compromiso_institucional_patentes_2019_vf.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._declaracion_de_las_partes_desarrolladoras._patentes_2019_vf.docx, https://minciencias.gov.co/sites/default/files/banco_preliminar_conv_857_-_primer_cohorte_modalidad_1.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar_conv_857_-_primer_cohorte_modalidades_2_y_3.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2105-2019_banco_definitivo_primer_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_1_convocatoria_857-2019_primera_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_2_y_3_convocatoria_857-2019_primera_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar_modalidad_1_convocatoria_857_de_2019_segunda_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar_modalidad_2_y_3_convocatoria_857_de_2019_segunda_cohorte.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0069-2020_banco_definitivos_segunda_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_1_convocatoria_857-2019_segunda_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_2_y_3_convocatoria_857-2019_segunda_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_premilinar_convocatoria_857_de_2019_modalidad_1.pdf, https://minciencias.gov.co/sites/default/files/banco_premilinar_convocatoria_857_de_2019_modalidad_2_y_3.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0290-2020.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_857_modalidad_1_tercera_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_857_modalidad_2_y_3_tercera_cohorte.pdf, https://minciencias.gov.co/sites/default/files/banco_modalidad_1_cuarta_cohorte_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_modalidad_2_y_3_cuarta_cohorte_firmado.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0482-2020_publicacion_del_banco_de_elegibles.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_1_convocatoria_857_de_2019_4ta_corte_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_modalidad_2_y_3_convocatoria_857_de_2019_4ta_corte_firmado.pdf",https://minciencias.gov.co/node/3845,text41.txt,text857.txt,2020
Colombia,Minciencias,Formación,Convocatoria Jóvenes Investigadores e Innovadores para el Departamento del Huila 2019,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0965-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_24.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_refencia_conv._jii_huila_consulta.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1._carta_de_aval_y_compromiso_institucional.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._documento_para_presentacion_de_propuestas.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3._estrategia_publicacion_y_divulgacion_de_articulos.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4._reglamento_operativo_jovenes_investigadores_innovadores_huila.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_856-2019.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/version_consulta_banco_preliminar_convocatoria_856-2019.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1999-2019_banco_definitivo.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_856_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_elegibles_version_consulta.pdf",https://minciencias.gov.co/node/3856,text220.txt,text858.txt,2019
Colombia,Minciencias,Formación,Convocatoria para la formación de capital humano de alto nivel para las regiones – funcionarios públicos del departamento del Atlántico,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0870-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_version_consulta_17.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_14.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_conv_855_de_2019_rotated.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_mn-fp_1.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2281-2019_banco_definitivo_convocatoria_855_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_855_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_mn-fp.pdf",https://minciencias.gov.co/node/4410,text221.txt,text859.txt,2019
Colombia,Minciencias,Subsidios,Convocatoria para el registro de propuestas que accederán a los ingresos no constitutivos de renta año 2019,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0829-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_23.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_version_consulta_tdr_inc_2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1._antecedentes.docx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._acuerdo_17_de_2017_1.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3._documento_de_tipologia_de_proyectos_version_5_1.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4._carta_de_presentacion_y_aval_para_ingreso_no_constitutivo_de_renta_y_o_ganancia_ocasional_v00.docx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5._acuerdo_21_de_2018.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1095-2020-854.pdf, https://minciencias.gov.co/sites/default/files/banco_proyectos_conv.854.pdf",https://minciencias.gov.co/node/4385,text316.txt,text860.txt,2020
Colombia,Minciencias,Subsidios,Convocatoria para el registro de propuestas que accederán a la exención del IVA (ventanilla abierta),"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0830-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/m303pr01g02_guia_tecnica_ventanilla_abierta_exencion_de_iva_version_final_v00.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/m303pr01f16_carta_de_presentacion_y_aval_para_exenciones_iva_por_importacion_de_equipos_y_elementos.docx, https://minciencias.gov.co/sites/default/files/upload/convocatoria/acuerdo_17_de_2017_vf.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/acuerdo_21_2018.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/documento_de_tipologias_v5.pdf",https://minciencias.gov.co/node/4384,text317.txt,text861.txt,2019
Colombia,Minciencias,Investigación-Innovación,Convocatoria conectando conocimiento 2019,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0809-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_22.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/tdr_conectando_conocimiento_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1._descripcion_de_focos_y_lineas_de_investigacion.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._carta_de_aval_unificada_0.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._carta_de_aval_unificada.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3._vinculacion_jovenes_investigadores.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3._vinculacion_jovenes_investigadores.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4._descripcion_de_los_contenidos_del_proyecto.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5-_descripcion_de_los_resultados_y_productos_esperados_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_6._criterios_de_evaluacion.doc.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_7._instructivo_para_inscripcion_de_programas_y_proyectos.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/adenda_no._1_convocatoria_852_de_2019.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_852-2019.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_852-2019_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0248-2020.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_852_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_852-2019_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0306-2020.pdf, https://minciencias.gov.co/sites/default/files/banco_de_propuestas_financiables_convocatoria_852_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_de_financiables_852-2019_v._consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0706-2020.pdf, https://minciencias.gov.co/sites/default/files/banco_adicional_conectando_conociemnto_conv_852_de_2019_.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1356-2020_1.pdf, https://minciencias.gov.co/sites/default/files/banco_de_financiables_852-2019_1-fechado_1.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0597-2021_2.pdf, https://minciencias.gov.co/sites/default/files/banco_de_financiables_852-2019_-firmado.pdf",https://minciencias.gov.co/node/3859,text42.txt,text862.txt,2021
Colombia,Minciencias,Investigación-Innovación,Convocatoria línea de Fomento a la Innovación y Desarrollo tecnológico en las empresas - 2019,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0800-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_convocatoria_linea_de_fomento.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1._technology_readiness_levels_-_trl_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2._carta_unificada_aval_y_compromiso.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3._contenido_cientifico-tecnico_del_proyecto_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4._rubros_financiables_con_recursos_de_cofinanciacion.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5._formulario_vinculacion_de_jovenes_investigadores_e_innovadores.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/formato_-_plan_de_transferencia_al_sena.docx, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_de_elegibles_-_firmado_0.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_de_elegibles_-_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0078-2020_banco_definitivo_convocatoria_851_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_elegibles_convocatoria_851_de_2019_-_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_elegibles_convocatoria_851_de_2019_-_consulta.pdf",https://minciencias.gov.co/node/4356,text43.txt,text863.txt,2020
Colombia,Minciencias,Investigación-Innovación,Convocatoria para el fortalecimiento de proyectos de investigación de CTeI en ciencias médicas y de la salud con talento joven e impacto regional,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0779-2019_resolucion_apertura_convocatoria.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_21.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/m301pr01f02_terminos_de_referencia_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_descripcion_lineas_tematicas_1.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2_descripcion_productos_apropiacion_social_ctei.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3_propuesta_y_carta_de_aval_institucional.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4_documento_presentacion_propuesta_por_proyecto.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5_industrias_creativas_culturales.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_6._reglamento_operativo_fis_2019.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_850-2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_850_de_2019_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2104-2019_banco_definitivo_cv_850_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_propuestas_elegibles_convocatoria_850-2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/m301pr02mo7_banco_final_elegibles_cv850_consulta.pdf",https://minciencias.gov.co/node/3854,text44.txt,text864.txt,2019
Colombia,Minciencias,Investigación-Innovación,Convocatoria de proyectos de I+D+i para el fortalecimiento del planeamiento minero- energético,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_728_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_20.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_version_consulta_16.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_descripcion_lineas_tematicas_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2_carta_aval_unificada_y_compromiso_inst_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3_experiencia_especifica_profesionales_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4_descripcion_de_los_contenidos_del_proyecto_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5_descripcion_resultados_esperados_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_6_criterios_evaluacion_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/adenda_no._1_convocatoria_849_de_2019.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/firmado_banco_preliminar_convocatoria_849-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_firmado_convocatoria_849-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_consulta.xlsx",https://minciencias.gov.co/node/3852,text45.txt,text865.txt,2019
Colombia,Minciencias,Subsidios,Convocatoria Programa de Estancias Postdoctorales en entidades del SNCTeI 2019,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0584-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia_firmados_18.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/terminos_de_referencia-consulta.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_9.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_0.doc, https://minciencias.gov.co/sites/default/files/banco_preliminar_conv_848_de_2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar_conv._848_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1101-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_firmado_conv_848_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo-version_consulta.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar_fase_2_conv_848_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/banco_preliminar-version_consulta_informativa.pdf, https://minciencias.gov.co/sites/default/files/resolucion_2362-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_firmado-banco_definitivo_fase_2_convocatoria_848_de_2018.pdf, https://minciencias.gov.co/sites/default/files/banco_version_consulta-modelo_para_publicacion-final_20_diciembre_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_fase_2_convocatoria_848_de_2018_firmado.pdf, https://minciencias.gov.co/sites/default/files/banco_financiables_version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0030-2019.pdf, https://minciencias.gov.co/sites/default/files/resolucion_0968-2020.pdf, https://minciencias.gov.co/sites/default/files/banco_adicional_de_financiables_conv._848_de_2019_-_fase_2.pdf",https://minciencias.gov.co/node/3825,text318.txt,text866.txt,2020
Colombia,Minciencias,Investigación-Innovación,Convocatoria para adelantar nueva fase de  ejecución de proyectos I+D+i  en recobro mejorado de hidrocarburos,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0469-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/1_terminos_de_referencia_eor_firmados.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/1_terminos_de_referencia_eor_vf.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_1_alcance_de_la_propuesta_vf.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_2_carta_aval_unificada_y_compromiso_inst_vf.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_3_experiencia_especifica_profesionales_vf.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_4_relacion_proyectos_eor_vf.doc, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_5_contenido_proyecto_eor_vf.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_6_descripcion_resultados_esperados_vf.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/anexo_7_criterios_evaluacion_vf_0.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/preguntas_frecuentes_vf.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_847-2019_modalidad_1-firmados.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_elegibles_conv_847-2019_mod_1-version_consulta.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_847-2019_modalidad_2-firmados.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_elegibles_conv_847-2019_mod_2-version_consulta.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1954-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_elegibles_conv_847-2019_mod_1.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_847_de_2019_modalidad_1.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_de_elegibles_conv_847-2019_mod_2.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_convocatoria_847_de_2019_modalidad_2.pdf",https://minciencias.gov.co/node/3853,text46.txt,text867.txt,2019
Colombia,Minciencias,Formación,Convocatoria para la selección de empresas beneficiarias – Sistemas de Innovación Empresarial – Caldas,"https://minciencias.gov.co/sites/default/files/upload/convocatoria/resolucion_0360-2019.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_firmados.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_consulta.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_1.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_2.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_3.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_4.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_descripcion_empresas_caldas_anexo_5.pdf, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_5.xlsm, https://minciencias.gov.co/sites/default/files/upload/convocatoria/20190401_tdr_empresas_caldas_anexo_6.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/banco_preliminar_convocatoria_846_de_2019_firmado.pdf, https://minciencias.gov.co/sites/default/files/convocatoria/20190716_anexo_banco_preliminar_de_elegibles_0.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1115-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_conv_846_de_2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_846.pdf, https://minciencias.gov.co/sites/default/files/resolucion_1656-2019.pdf, https://minciencias.gov.co/sites/default/files/banco_definitivo_conv_846.pdf",https://minciencias.gov.co/node/3841,text222.txt,text868.txt,2019
